lat,lon,hcode,cx,cy
100.111484423,13.9411237298,-1,134,1338
100.111484423,13.9378362224,-1,134,1349
100.111484423,13.9345487149,-1,134,1360
100.111484423,13.9312612074,-1,134,1371
100.111484423,13.9279736999,-1,134,1382
100.111484423,13.9246861925,-1,134,1393
100.111484423,13.921398685,-1,134,1404
100.111484423,13.9181111775,-1,134,1415
100.111484423,13.9148236701,-1,134,1426
100.111484423,13.9115361626,-1,134,1437
100.111484423,13.9082486551,-1,134,1448
100.111484423,13.9049611476,-1,134,1459
100.111484423,13.9016736402,-1,134,1470
100.111484423,13.8983861327,-1,134,1481
100.111484423,13.8950986252,-1,134,1492
100.111484423,13.8918111178,-1,134,1503
100.111484423,13.8885236103,-1,134,1514
100.111484423,13.8852361028,-1,134,1525
100.111484423,13.8819485953,-1,134,1536
100.111484423,13.8786610879,-1,134,1547
100.111484423,13.8753735804,-1,134,1558
100.111484423,13.8720860729,-1,134,1569
100.111484423,13.8687985655,-1,134,1580
100.111484423,13.865511058,-1,134,1591
100.111484423,13.8622235505,-1,134,1602
100.111484423,13.858936043,-1,134,1613
100.111484423,13.8556485356,-1,134,1624
100.111484423,13.8523610281,-1,134,1635
100.111484423,13.8490735206,-1,134,1646
100.111484423,13.8457860132,-1,134,1657
100.111484423,13.8424985057,-1,134,1668
100.111484423,13.8392109982,-1,134,1679
100.111484423,13.8359234907,-1,134,1690
100.111484423,13.8326359833,-1,134,1701
100.111484423,13.8293484758,-1,134,1712
100.111484423,13.8260609683,-1,134,1723
100.111484423,13.8227734608,-1,134,1734
100.111484423,13.8194859534,-1,134,1745
100.111484423,13.8161984459,-1,134,1756
100.111484423,13.8129109384,-1,134,1767
100.111484423,13.809623431,-1,134,1778
100.111484423,13.8063359235,-1,134,1789
100.111484423,13.803048416,-1,134,1800
100.111484423,13.7997609085,-1,134,1811
100.111484423,13.7964734011,-1,134,1822
100.111484423,13.7931858936,-1,134,1833
100.111484423,13.7898983861,-1,134,1844
100.111484423,13.7866108787,-1,134,1855
100.111484423,13.7833233712,-1,134,1866
100.111484423,13.7800358637,-1,134,1877
100.111484423,13.7767483562,-1,134,1888
100.111484423,13.7734608488,-1,134,1899
100.111484423,13.7701733413,-1,134,1910
100.111484423,13.7668858338,-1,134,1921
100.111484423,13.7635983264,-1,134,1932
100.111484423,13.7603108189,-1,134,1943
100.111484423,13.7570233114,-1,134,1954
100.111484423,13.7537358039,-1,134,1965
100.111484423,13.7504482965,-1,134,1976
100.111484423,13.747160789,-1,134,1987
100.111484423,13.7438732815,-1,134,1998
100.111484423,13.7405857741,-1,134,2009
100.111484423,13.7372982666,-1,134,2020
100.111484423,13.7340107591,-1,134,2031
100.111484423,13.7307232516,-1,134,2042
100.111484423,13.7274357442,-1,134,2053
100.111484423,13.7241482367,-1,134,2064
100.111484423,13.7208607292,-1,134,2075
100.111484423,13.7175732218,-1,134,2086
100.111484423,13.7142857143,-1,134,2097
100.111484423,13.7109982068,-1,134,2108
100.111484423,13.7077106993,-1,134,2119
100.111484423,13.7044231919,-1,134,2130
100.111484423,13.7011356844,-1,134,2141
100.111484423,13.6978481769,-1,134,2152
100.111484423,13.6945606695,-1,134,2163
100.111484423,13.691273162,-1,134,2174
100.111484423,13.6879856545,-1,134,2185
100.111484423,13.684698147,-1,134,2196
100.111484423,13.6814106396,-1,134,2207
100.111484423,13.6781231321,-1,134,2218
100.111484423,13.6748356246,-1,134,2229
100.111484423,13.6715481172,-1,134,2240
100.111484423,13.6682606097,-1,134,2251
100.111484423,13.6649731022,-1,134,2262
100.111484423,13.6616855947,-1,134,2273
100.111484423,13.6583980873,-1,134,2284
100.111484423,13.6551105798,-1,134,2295
100.111484423,13.6518230723,-1,134,2306
100.111484423,13.6485355649,-1,134,2317
100.111484423,13.6452480574,-1,134,2328
100.111484423,13.6419605499,-1,134,2339
100.111484423,13.6386730424,-1,134,2350
100.111484423,13.635385535,-1,134,2361
100.111484423,13.6320980275,-1,134,2372
100.111484423,13.62881052,-1,134,2383
100.111484423,13.6255230126,-1,134,2394
100.111484423,13.6222355051,-1,134,2405
100.111484423,13.6189479976,-1,134,2416
100.111484423,13.6156604901,-1,134,2427
100.111484423,13.6123729827,-1,134,2438
100.111484423,13.6090854752,-1,134,2449
100.111484423,13.6057979677,-1,134,2460
100.111484423,13.6025104603,-1,134,2471
100.111484423,13.5992229528,-1,134,2482
100.111484423,13.5959354453,-1,134,2493
100.111484423,13.5926479378,-1,134,2504
100.111484423,13.5893604304,-1,134,2515
100.111484423,13.5860729229,-1,134,2526
100.111484423,13.5827854154,-1,134,2537
100.111484423,13.5794979079,-1,134,2548
100.111484423,13.5762104005,-1,134,2559
100.111484423,13.572922893,-1,134,2570
100.111484423,13.5696353855,-1,134,2581
100.111484423,13.5663478781,-1,134,2592
100.111484423,13.5630603706,-1,134,2603
100.111484423,13.5597728631,-1,134,2614
100.111484423,13.5564853556,-1,134,2625
100.111484423,13.5531978482,-1,134,2636
100.111484423,13.5499103407,-1,134,2647
100.111484423,13.5466228332,-1,134,2658
100.111484423,13.5433353258,-1,134,2669
100.111484423,13.5400478183,-1,134,2680
100.111484423,13.5367603108,-1,134,2691
100.111484423,13.5334728033,-1,134,2702
100.111484423,13.5301852959,-1,134,2713
100.111484423,13.5268977884,-1,134,2724
100.111484423,13.5236102809,-1,134,2735
100.111484423,13.5203227735,-1,134,2746
100.111484423,13.517035266,-1,134,2757
100.111484423,13.5137477585,-1,134,2768
100.111484423,13.510460251,-1,134,2779
100.111484423,13.5071727436,-1,134,2790
100.111484423,13.5038852361,-1,134,2801
100.111484423,13.5005977286,-1,134,2812
100.111484423,13.4973102212,-1,134,2823
100.111484423,13.4940227137,-1,134,2834
100.111484423,13.4907352062,-1,134,2845
100.111484423,13.4874476987,-1,134,2856
100.111484423,13.4841601913,-1,134,2867
100.111484423,13.4808726838,-1,134,2878
100.111484423,13.4775851763,-1,134,2889
100.111484423,13.4742976689,-1,134,2900
100.111484423,13.4710101614,-1,134,2911
100.111484423,13.4677226539,-1,134,2922
100.111484423,13.4644351464,-1,134,2933
100.114844227,14.2863120143,-1,145,183
100.114844227,14.2830245069,-1,145,194
100.114844227,14.2797369994,-1,145,205
100.114844227,14.2764494919,-1,145,216
100.114844227,14.2731619845,-1,145,227
100.114844227,14.269874477,-1,145,238
100.114844227,14.2665869695,-1,145,249
100.114844227,14.263299462,-1,145,260
100.114844227,14.2600119546,-1,145,271
100.114844227,14.2567244471,-1,145,282
100.114844227,14.2534369396,-1,145,293
100.114844227,14.2501494322,-1,145,304
100.114844227,14.2468619247,-1,145,315
100.114844227,14.2435744172,-1,145,326
100.114844227,14.2402869097,-1,145,337
100.114844227,14.2369994023,-1,145,348
100.114844227,14.2337118948,-1,145,359
100.114844227,14.2304243873,-1,145,370
100.114844227,14.2271368799,-1,145,381
100.114844227,14.2238493724,-1,145,392
100.114844227,14.2205618649,-1,145,403
100.114844227,14.2172743574,-1,145,414
100.114844227,14.21398685,-1,145,425
100.114844227,14.2106993425,-1,145,436
100.114844227,14.207411835,-1,145,447
100.114844227,14.2041243276,-1,145,458
100.114844227,14.2008368201,-1,145,469
100.114844227,14.1975493126,-1,145,480
100.114844227,14.1942618051,-1,145,491
100.114844227,14.1909742977,4,145,502
100.114844227,14.1876867902,4,145,513
100.114844227,14.1843992827,4,145,524
100.114844227,14.1811117753,4,145,535
100.114844227,14.1778242678,4,145,546
100.114844227,14.1745367603,4,145,557
100.114844227,14.1712492528,4,145,568
100.114844227,14.1679617454,4,145,579
100.114844227,14.1646742379,4,145,590
100.114844227,14.1613867304,0,145,601
100.114844227,14.158099223,0,145,612
100.114844227,14.1548117155,4,145,623
100.114844227,14.151524208,4,145,634
100.114844227,14.1482367005,5,145,645
100.114844227,14.1449491931,5,145,656
100.114844227,14.1416616856,6,145,667
100.114844227,14.1383741781,6,145,678
100.114844227,14.1350866707,6,145,689
100.114844227,14.1317991632,6,145,700
100.114844227,14.1285116557,6,145,711
100.114844227,14.1252241482,5,145,722
100.114844227,14.1219366408,5,145,733
100.114844227,14.1186491333,5,145,744
100.114844227,14.1153616258,5,145,755
100.114844227,14.1120741184,5,145,766
100.114844227,14.1087866109,5,145,777
100.114844227,14.1054991034,5,145,788
100.114844227,14.1022115959,5,145,799
100.114844227,14.0989240885,-1,145,810
100.114844227,14.095636581,-1,145,821
100.114844227,14.0923490735,-1,145,832
100.114844227,14.089061566,-1,145,843
100.114844227,14.0857740586,-1,145,854
100.114844227,14.0824865511,-1,145,865
100.114844227,14.0791990436,-1,145,876
100.114844227,14.0759115362,-1,145,887
100.114844227,14.0726240287,-1,145,898
100.114844227,14.0693365212,-1,145,909
100.114844227,14.0660490137,-1,145,920
100.114844227,14.0627615063,-1,145,931
100.114844227,14.0594739988,-1,145,942
100.114844227,14.0561864913,-1,145,953
100.114844227,14.0528989839,-1,145,964
100.114844227,14.0496114764,-1,145,975
100.114844227,14.0463239689,-1,145,986
100.114844227,14.0430364614,-1,145,997
100.114844227,14.039748954,-1,145,1008
100.114844227,14.0364614465,-1,145,1019
100.114844227,14.033173939,-1,145,1030
100.114844227,14.0298864316,-1,145,1041
100.114844227,14.0265989241,-1,145,1052
100.114844227,14.0233114166,-1,145,1063
100.114844227,14.0200239091,-1,145,1074
100.114844227,14.0167364017,-1,145,1085
100.114844227,14.0134488942,-1,145,1096
100.114844227,14.0101613867,-1,145,1107
100.114844227,14.0068738793,-1,145,1118
100.114844227,14.0035863718,-1,145,1129
100.114844227,14.0002988643,-1,145,1140
100.114844227,13.9970113568,-1,145,1151
100.114844227,13.9937238494,-1,145,1162
100.114844227,13.9904363419,-1,145,1173
100.114844227,13.9871488344,-1,145,1184
100.114844227,13.983861327,-1,145,1195
100.114844227,13.9805738195,-1,145,1206
100.114844227,13.977286312,-1,145,1217
100.114844227,13.9739988045,-1,145,1228
100.114844227,13.9707112971,-1,145,1239
100.114844227,13.9674237896,-1,145,1250
100.114844227,13.9641362821,-1,145,1261
100.114844227,13.9608487747,-1,145,1272
100.114844227,13.9575612672,-1,145,1283
100.114844227,13.9542737597,-1,145,1294
100.114844227,13.9509862522,-1,145,1305
100.114844227,13.9476987448,-1,145,1316
100.114844227,13.9444112373,-1,145,1327
100.114844227,13.9411237298,-1,145,1338
100.114844227,13.9378362224,-1,145,1349
100.114844227,13.9345487149,-1,145,1360
100.114844227,13.9312612074,-1,145,1371
100.114844227,13.9279736999,-1,145,1382
100.114844227,13.9246861925,-1,145,1393
100.114844227,13.921398685,-1,145,1404
100.114844227,13.9181111775,-1,145,1415
100.114844227,13.9148236701,-1,145,1426
100.114844227,13.9115361626,-1,145,1437
100.114844227,13.9082486551,-1,145,1448
100.114844227,13.9049611476,-1,145,1459
100.114844227,13.9016736402,-1,145,1470
100.114844227,13.8983861327,-1,145,1481
100.114844227,13.8950986252,-1,145,1492
100.114844227,13.8918111178,-1,145,1503
100.114844227,13.8885236103,-1,145,1514
100.114844227,13.8852361028,-1,145,1525
100.114844227,13.8819485953,-1,145,1536
100.114844227,13.8786610879,-1,145,1547
100.114844227,13.8753735804,-1,145,1558
100.114844227,13.8720860729,-1,145,1569
100.114844227,13.8687985655,-1,145,1580
100.114844227,13.865511058,-1,145,1591
100.114844227,13.8622235505,-1,145,1602
100.114844227,13.858936043,-1,145,1613
100.114844227,13.8556485356,-1,145,1624
100.114844227,13.8523610281,-1,145,1635
100.114844227,13.8490735206,-1,145,1646
100.114844227,13.8457860132,-1,145,1657
100.114844227,13.8424985057,-1,145,1668
100.114844227,13.8392109982,-1,145,1679
100.114844227,13.8359234907,-1,145,1690
100.114844227,13.8326359833,-1,145,1701
100.114844227,13.8293484758,-1,145,1712
100.114844227,13.8260609683,-1,145,1723
100.114844227,13.8227734608,-1,145,1734
100.114844227,13.8194859534,-1,145,1745
100.114844227,13.8161984459,-1,145,1756
100.114844227,13.8129109384,-1,145,1767
100.114844227,13.809623431,-1,145,1778
100.114844227,13.8063359235,-1,145,1789
100.114844227,13.803048416,-1,145,1800
100.114844227,13.7997609085,-1,145,1811
100.114844227,13.7964734011,-1,145,1822
100.114844227,13.7931858936,-1,145,1833
100.114844227,13.7898983861,-1,145,1844
100.114844227,13.7866108787,-1,145,1855
100.114844227,13.7833233712,-1,145,1866
100.114844227,13.7800358637,-1,145,1877
100.114844227,13.7767483562,-1,145,1888
100.114844227,13.7734608488,-1,145,1899
100.114844227,13.7701733413,-1,145,1910
100.114844227,13.7668858338,-1,145,1921
100.114844227,13.7635983264,-1,145,1932
100.114844227,13.7603108189,-1,145,1943
100.114844227,13.7570233114,-1,145,1954
100.114844227,13.7537358039,-1,145,1965
100.114844227,13.7504482965,-1,145,1976
100.114844227,13.747160789,-1,145,1987
100.114844227,13.7438732815,-1,145,1998
100.114844227,13.7405857741,-1,145,2009
100.114844227,13.7372982666,-1,145,2020
100.114844227,13.7340107591,-1,145,2031
100.114844227,13.7307232516,-1,145,2042
100.114844227,13.7274357442,-1,145,2053
100.114844227,13.7241482367,-1,145,2064
100.114844227,13.7208607292,-1,145,2075
100.114844227,13.7175732218,-1,145,2086
100.114844227,13.7142857143,-1,145,2097
100.114844227,13.7109982068,-1,145,2108
100.114844227,13.7077106993,-1,145,2119
100.114844227,13.7044231919,-1,145,2130
100.114844227,13.7011356844,-1,145,2141
