lat,lon,hcode,cx,cy
100.289554062,13.8753735804,2,717,1558
100.289554062,13.8720860729,2,717,1569
100.289554062,13.8687985655,2,717,1580
100.289554062,13.865511058,2,717,1591
100.289554062,13.8622235505,2,717,1602
100.289554062,13.858936043,2,717,1613
100.289554062,13.8556485356,2,717,1624
100.289554062,13.8523610281,3,717,1635
100.289554062,13.8490735206,4,717,1646
100.289554062,13.8457860132,3,717,1657
100.289554062,13.8424985057,3,717,1668
100.289554062,13.8392109982,3,717,1679
100.289554062,13.8359234907,3,717,1690
100.289554062,13.8326359833,3,717,1701
100.289554062,13.8293484758,3,717,1712
100.289554062,13.8260609683,2,717,1723
100.289554062,13.8227734608,1,717,1734
100.289554062,13.8194859534,1,717,1745
100.289554062,13.8161984459,1,717,1756
100.289554062,13.8129109384,2,717,1767
100.289554062,13.809623431,2,717,1778
100.289554062,13.8063359235,2,717,1789
100.289554062,13.803048416,2,717,1800
100.289554062,13.7997609085,2,717,1811
100.289554062,13.7964734011,3,717,1822
100.289554062,13.7931858936,3,717,1833
100.289554062,13.7898983861,3,717,1844
100.289554062,13.7866108787,3,717,1855
100.289554062,13.7833233712,3,717,1866
100.289554062,13.7800358637,2,717,1877
100.289554062,13.7767483562,2,717,1888
100.289554062,13.7734608488,2,717,1899
100.289554062,13.7701733413,2,717,1910
100.289554062,13.7668858338,3,717,1921
100.289554062,13.7635983264,3,717,1932
100.289554062,13.7603108189,3,717,1943
100.289554062,13.7570233114,3,717,1954
100.289554062,13.7537358039,3,717,1965
100.289554062,13.7504482965,3,717,1976
100.289554062,13.747160789,3,717,1987
100.289554062,13.7438732815,4,717,1998
100.289554062,13.7405857741,4,717,2009
100.289554062,13.7372982666,4,717,2020
100.289554062,13.7340107591,4,717,2031
100.289554062,13.7307232516,4,717,2042
100.289554062,13.7274357442,4,717,2053
100.289554062,13.7241482367,5,717,2064
100.289554062,13.7208607292,5,717,2075
100.289554062,13.7175732218,5,717,2086
100.289554062,13.7142857143,4,717,2097
100.289554062,13.7109982068,4,717,2108
100.289554062,13.7077106993,4,717,2119
100.289554062,13.7044231919,3,717,2130
100.289554062,13.7011356844,3,717,2141
100.289554062,13.6978481769,3,717,2152
100.289554062,13.6945606695,3,717,2163
100.289554062,13.691273162,3,717,2174
100.289554062,13.6879856545,3,717,2185
100.289554062,13.684698147,3,717,2196
100.289554062,13.6814106396,3,717,2207
100.289554062,13.6781231321,3,717,2218
100.289554062,13.6748356246,3,717,2229
100.289554062,13.6715481172,3,717,2240
100.289554062,13.6682606097,3,717,2251
100.289554062,13.6649731022,3,717,2262
100.289554062,13.6616855947,3,717,2273
100.289554062,13.6583980873,2,717,2284
100.289554062,13.6551105798,2,717,2295
100.289554062,13.6518230723,3,717,2306
100.289554062,13.6485355649,3,717,2317
100.289554062,13.6452480574,3,717,2328
100.289554062,13.6419605499,3,717,2339
100.289554062,13.6386730424,3,717,2350
100.289554062,13.635385535,3,717,2361
100.289554062,13.6320980275,3,717,2372
100.289554062,13.62881052,2,717,2383
100.289554062,13.6255230126,2,717,2394
100.289554062,13.6222355051,2,717,2405
100.289554062,13.6189479976,2,717,2416
100.289554062,13.6156604901,2,717,2427
100.289554062,13.6123729827,2,717,2438
100.289554062,13.6090854752,2,717,2449
100.289554062,13.6057979677,2,717,2460
100.289554062,13.6025104603,2,717,2471
100.289554062,13.5992229528,2,717,2482
100.289554062,13.5959354453,2,717,2493
100.289554062,13.5926479378,2,717,2504
100.289554062,13.5893604304,2,717,2515
100.289554062,13.5860729229,2,717,2526
100.289554062,13.5827854154,2,717,2537
100.289554062,13.5794979079,3,717,2548
100.289554062,13.5762104005,3,717,2559
100.289554062,13.572922893,3,717,2570
100.289554062,13.5696353855,3,717,2581
100.289554062,13.5663478781,3,717,2592
100.289554062,13.5630603706,3,717,2603
100.289554062,13.5597728631,4,717,2614
100.289554062,13.5564853556,4,717,2625
100.289554062,13.5531978482,3,717,2636
100.289554062,13.5499103407,3,717,2647
100.289554062,13.5466228332,3,717,2658
100.289554062,13.5433353258,2,717,2669
100.289554062,13.5400478183,2,717,2680
100.289554062,13.5367603108,3,717,2691
100.289554062,13.5334728033,3,717,2702
100.289554062,13.5301852959,-1,717,2713
100.289554062,13.5268977884,-1,717,2724
100.289554062,13.5236102809,-1,717,2735
100.289554062,13.5203227735,-1,717,2746
100.289554062,13.517035266,-1,717,2757
100.289554062,13.5137477585,-1,717,2768
100.289554062,13.510460251,-1,717,2779
100.289554062,13.5071727436,-1,717,2790
100.289554062,13.5038852361,-1,717,2801
100.289554062,13.5005977286,-1,717,2812
100.289554062,13.4973102212,-1,717,2823
100.289554062,13.4940227137,-1,717,2834
100.289554062,13.4907352062,-2,717,2845
100.289554062,13.4874476987,-2,717,2856
100.289554062,13.4841601913,-2,717,2867
100.289554062,13.4808726838,-2,717,2878
100.289554062,13.4775851763,-2,717,2889
100.289554062,13.4742976689,-2,717,2900
100.289554062,13.4710101614,-2,717,2911
100.289554062,13.4677226539,-2,717,2922
100.289554062,13.4644351464,-2,717,2933
100.292913867,14.2863120143,-1,728,183
100.292913867,14.2830245069,-1,728,194
100.292913867,14.2797369994,-1,728,205
100.292913867,14.2764494919,-1,728,216
100.292913867,14.2731619845,-1,728,227
100.292913867,14.269874477,-1,728,238
100.292913867,14.2665869695,-1,728,249
100.292913867,14.263299462,-1,728,260
100.292913867,14.2600119546,-1,728,271
100.292913867,14.2567244471,-1,728,282
100.292913867,14.2534369396,-1,728,293
100.292913867,14.2501494322,-1,728,304
100.292913867,14.2468619247,-1,728,315
100.292913867,14.2435744172,-1,728,326
100.292913867,14.2402869097,-1,728,337
100.292913867,14.2369994023,-1,728,348
100.292913867,14.2337118948,-1,728,359
100.292913867,14.2304243873,-1,728,370
100.292913867,14.2271368799,-1,728,381
100.292913867,14.2238493724,-1,728,392
100.292913867,14.2205618649,-1,728,403
100.292913867,14.2172743574,-1,728,414
100.292913867,14.21398685,-1,728,425
100.292913867,14.2106993425,-1,728,436
100.292913867,14.207411835,-1,728,447
100.292913867,14.2041243276,-1,728,458
100.292913867,14.2008368201,-1,728,469
100.292913867,14.1975493126,-1,728,480
100.292913867,14.1942618051,-1,728,491
100.292913867,14.1909742977,5,728,502
100.292913867,14.1876867902,5,728,513
100.292913867,14.1843992827,5,728,524
100.292913867,14.1811117753,5,728,535
100.292913867,14.1778242678,5,728,546
100.292913867,14.1745367603,5,728,557
100.292913867,14.1712492528,5,728,568
100.292913867,14.1679617454,5,728,579
100.292913867,14.1646742379,5,728,590
100.292913867,14.1613867304,5,728,601
100.292913867,14.158099223,5,728,612
100.292913867,14.1548117155,5,728,623
100.292913867,14.151524208,6,728,634
100.292913867,14.1482367005,6,728,645
100.292913867,14.1449491931,6,728,656
100.292913867,14.1416616856,6,728,667
100.292913867,14.1383741781,6,728,678
100.292913867,14.1350866707,6,728,689
100.292913867,14.1317991632,5,728,700
100.292913867,14.1285116557,5,728,711
100.292913867,14.1252241482,5,728,722
100.292913867,14.1219366408,5,728,733
100.292913867,14.1186491333,4,728,744
100.292913867,14.1153616258,4,728,755
100.292913867,14.1120741184,4,728,766
100.292913867,14.1087866109,4,728,777
100.292913867,14.1054991034,4,728,788
100.292913867,14.1022115959,4,728,799
100.292913867,14.0989240885,4,728,810
100.292913867,14.095636581,3,728,821
100.292913867,14.0923490735,3,728,832
100.292913867,14.089061566,3,728,843
100.292913867,14.0857740586,4,728,854
100.292913867,14.0824865511,4,728,865
100.292913867,14.0791990436,4,728,876
100.292913867,14.0759115362,4,728,887
100.292913867,14.0726240287,4,728,898
100.292913867,14.0693365212,4,728,909
100.292913867,14.0660490137,4,728,920
100.292913867,14.0627615063,4,728,931
100.292913867,14.0594739988,4,728,942
100.292913867,14.0561864913,4,728,953
100.292913867,14.0528989839,4,728,964
100.292913867,14.0496114764,4,728,975
100.292913867,14.0463239689,4,728,986
100.292913867,14.0430364614,4,728,997
100.292913867,14.039748954,4,728,1008
100.292913867,14.0364614465,4,728,1019
100.292913867,14.033173939,4,728,1030
100.292913867,14.0298864316,5,728,1041
100.292913867,14.0265989241,6,728,1052
100.292913867,14.0233114166,5,728,1063
100.292913867,14.0200239091,4,728,1074
100.292913867,14.0167364017,4,728,1085
100.292913867,14.0134488942,3,728,1096
100.292913867,14.0101613867,3,728,1107
100.292913867,14.0068738793,3,728,1118
100.292913867,14.0035863718,3,728,1129
100.292913867,14.0002988643,3,728,1140
100.292913867,13.9970113568,3,728,1151
100.292913867,13.9937238494,3,728,1162
100.292913867,13.9904363419,3,728,1173
100.292913867,13.9871488344,3,728,1184
100.292913867,13.983861327,3,728,1195
100.292913867,13.9805738195,3,728,1206
100.292913867,13.977286312,3,728,1217
100.292913867,13.9739988045,3,728,1228
100.292913867,13.9707112971,3,728,1239
100.292913867,13.9674237896,3,728,1250
100.292913867,13.9641362821,4,728,1261
100.292913867,13.9608487747,5,728,1272
100.292913867,13.9575612672,5,728,1283
100.292913867,13.9542737597,5,728,1294
100.292913867,13.9509862522,5,728,1305
100.292913867,13.9476987448,5,728,1316
100.292913867,13.9444112373,5,728,1327
100.292913867,13.9411237298,6,728,1338
100.292913867,13.9378362224,6,728,1349
100.292913867,13.9345487149,6,728,1360
100.292913867,13.9312612074,6,728,1371
100.292913867,13.9279736999,5,728,1382
100.292913867,13.9246861925,5,728,1393
100.292913867,13.921398685,4,728,1404
100.292913867,13.9181111775,4,728,1415
100.292913867,13.9148236701,4,728,1426
100.292913867,13.9115361626,6,728,1437
100.292913867,13.9082486551,6,728,1448
100.292913867,13.9049611476,6,728,1459
100.292913867,13.9016736402,6,728,1470
100.292913867,13.8983861327,5,728,1481
100.292913867,13.8950986252,5,728,1492
100.292913867,13.8918111178,5,728,1503
100.292913867,13.8885236103,4,728,1514
100.292913867,13.8852361028,3,728,1525
100.292913867,13.8819485953,3,728,1536
100.292913867,13.8786610879,3,728,1547
100.292913867,13.8753735804,2,728,1558
100.292913867,13.8720860729,2,728,1569
100.292913867,13.8687985655,2,728,1580
100.292913867,13.865511058,1,728,1591
100.292913867,13.8622235505,1,728,1602
100.292913867,13.858936043,1,728,1613
100.292913867,13.8556485356,2,728,1624
100.292913867,13.8523610281,3,728,1635
100.292913867,13.8490735206,4,728,1646
100.292913867,13.8457860132,3,728,1657
100.292913867,13.8424985057,3,728,1668
100.292913867,13.8392109982,3,728,1679
100.292913867,13.8359234907,3,728,1690
100.292913867,13.8326359833,3,728,1701
100.292913867,13.8293484758,3,728,1712
100.292913867,13.8260609683,3,728,1723
100.292913867,13.8227734608,1,728,1734
100.292913867,13.8194859534,1,728,1745
100.292913867,13.8161984459,1,728,1756
100.292913867,13.8129109384,2,728,1767
100.292913867,13.809623431,2,728,1778
100.292913867,13.8063359235,2,728,1789
100.292913867,13.803048416,2,728,1800
100.292913867,13.7997609085,2,728,1811
100.292913867,13.7964734011,2,728,1822
100.292913867,13.7931858936,3,728,1833
100.292913867,13.7898983861,3,728,1844
100.292913867,13.7866108787,3,728,1855
100.292913867,13.7833233712,2,728,1866
100.292913867,13.7800358637,2,728,1877
100.292913867,13.7767483562,2,728,1888
100.292913867,13.7734608488,2,728,1899
100.292913867,13.7701733413,2,728,1910
100.292913867,13.7668858338,3,728,1921
100.292913867,13.7635983264,3,728,1932
100.292913867,13.7603108189,4,728,1943
100.292913867,13.7570233114,4,728,1954
100.292913867,13.7537358039,4,728,1965
100.292913867,13.7504482965,4,728,1976
100.292913867,13.747160789,4,728,1987
100.292913867,13.7438732815,4,728,1998
100.292913867,13.7405857741,4,728,2009
100.292913867,13.7372982666,4,728,2020
100.292913867,13.7340107591,4,728,2031
100.292913867,13.7307232516,4,728,2042
100.292913867,13.7274357442,4,728,2053
100.292913867,13.7241482367,5,728,2064
100.292913867,13.7208607292,5,728,2075
100.292913867,13.7175732218,5,728,2086
100.292913867,13.7142857143,4,728,2097
100.292913867,13.7109982068,4,728,2108
100.292913867,13.7077106993,3,728,2119
100.292913867,13.7044231919,3,728,2130
100.292913867,13.7011356844,3,728,2141
100.292913867,13.6978481769,3,728,2152
100.292913867,13.6945606695,3,728,2163
100.292913867,13.691273162,3,728,2174
100.292913867,13.6879856545,3,728,2185
100.292913867,13.684698147,3,728,2196
100.292913867,13.6814106396,3,728,2207
100.292913867,13.6781231321,3,728,2218
100.292913867,13.6748356246,3,728,2229
100.292913867,13.6715481172,3,728,2240
100.292913867,13.6682606097,3,728,2251
100.292913867,13.6649731022,3,728,2262
100.292913867,13.6616855947,3,728,2273
100.292913867,13.6583980873,2,728,2284
100.292913867,13.6551105798,2,728,2295
100.292913867,13.6518230723,2,728,2306
100.292913867,13.6485355649,3,728,2317
100.292913867,13.6452480574,3,728,2328
100.292913867,13.6419605499,3,728,2339
100.292913867,13.6386730424,3,728,2350
100.292913867,13.635385535,3,728,2361
100.292913867,13.6320980275,3,728,2372
100.292913867,13.62881052,2,728,2383
100.292913867,13.6255230126,2,728,2394
100.292913867,13.6222355051,2,728,2405
100.292913867,13.6189479976,2,728,2416
100.292913867,13.6156604901,2,728,2427
100.292913867,13.6123729827,2,728,2438
100.292913867,13.6090854752,2,728,2449
100.292913867,13.6057979677,2,728,2460
100.292913867,13.6025104603,2,728,2471
100.292913867,13.5992229528,2,728,2482
100.292913867,13.5959354453,2,728,2493
100.292913867,13.5926479378,2,728,2504
100.292913867,13.5893604304,2,728,2515
100.292913867,13.5860729229,2,728,2526
100.292913867,13.5827854154,2,728,2537
100.292913867,13.5794979079,3,728,2548
100.292913867,13.5762104005,3,728,2559
100.292913867,13.572922893,3,728,2570
100.292913867,13.5696353855,3,728,2581
100.292913867,13.5663478781,3,728,2592
100.292913867,13.5630603706,3,728,2603
100.292913867,13.5597728631,4,728,2614
100.292913867,13.5564853556,4,728,2625
100.292913867,13.5531978482,4,728,2636
100.292913867,13.5499103407,3,728,2647
100.292913867,13.5466228332,3,728,2658
100.292913867,13.5433353258,3,728,2669
100.292913867,13.5400478183,3,728,2680
100.292913867,13.5367603108,3,728,2691
100.292913867,13.5334728033,3,728,2702
100.292913867,13.5301852959,-1,728,2713
100.292913867,13.5268977884,-1,728,2724
100.292913867,13.5236102809,-1,728,2735
100.292913867,13.5203227735,-1,728,2746
100.292913867,13.517035266,-1,728,2757
100.292913867,13.5137477585,-1,728,2768
100.292913867,13.510460251,-1,728,2779
100.292913867,13.5071727436,-1,728,2790
100.292913867,13.5038852361,-1,728,2801
100.292913867,13.5005977286,-1,728,2812
100.292913867,13.4973102212,-1,728,2823
100.292913867,13.4940227137,-1,728,2834
100.292913867,13.4907352062,-2,728,2845
100.292913867,13.4874476987,-2,728,2856
100.292913867,13.4841601913,-2,728,2867
100.292913867,13.4808726838,-2,728,2878
100.292913867,13.4775851763,-2,728,2889
100.292913867,13.4742976689,-2,728,2900
100.292913867,13.4710101614,-2,728,2911
100.292913867,13.4677226539,-2,728,2922
100.292913867,13.4644351464,-2,728,2933
100.296273671,14.2863120143,-1,739,183
100.296273671,14.2830245069,-1,739,194
100.296273671,14.2797369994,-1,739,205
100.296273671,14.2764494919,-1,739,216
100.296273671,14.2731619845,-1,739,227
100.296273671,14.269874477,-1,739,238
100.296273671,14.2665869695,-1,739,249
100.296273671,14.263299462,-1,739,260
100.296273671,14.2600119546,-1,739,271
100.296273671,14.2567244471,-1,739,282
100.296273671,14.2534369396,-1,739,293
100.296273671,14.2501494322,-1,739,304
100.296273671,14.2468619247,-1,739,315
100.296273671,14.2435744172,-1,739,326
100.296273671,14.2402869097,-1,739,337
100.296273671,14.2369994023,-1,739,348
100.296273671,14.2337118948,-1,739,359
100.296273671,14.2304243873,-1,739,370
100.296273671,14.2271368799,-1,739,381
100.296273671,14.2238493724,-1,739,392
100.296273671,14.2205618649,-1,739,403
100.296273671,14.2172743574,-1,739,414
100.296273671,14.21398685,-1,739,425
100.296273671,14.2106993425,-1,739,436
100.296273671,14.207411835,-1,739,447
100.296273671,14.2041243276,-1,739,458
100.296273671,14.2008368201,-1,739,469
100.296273671,14.1975493126,-1,739,480
100.296273671,14.1942618051,-1,739,491
100.296273671,14.1909742977,5,739,502
100.296273671,14.1876867902,5,739,513
100.296273671,14.1843992827,5,739,524
100.296273671,14.1811117753,5,739,535
100.296273671,14.1778242678,5,739,546
100.296273671,14.1745367603,5,739,557
100.296273671,14.1712492528,5,739,568
100.296273671,14.1679617454,5,739,579
100.296273671,14.1646742379,5,739,590
100.296273671,14.1613867304,5,739,601
100.296273671,14.158099223,5,739,612
100.296273671,14.1548117155,6,739,623
100.296273671,14.151524208,6,739,634
100.296273671,14.1482367005,6,739,645
100.296273671,14.1449491931,6,739,656
100.296273671,14.1416616856,6,739,667
100.296273671,14.1383741781,6,739,678
100.296273671,14.1350866707,6,739,689
100.296273671,14.1317991632,5,739,700
100.296273671,14.1285116557,5,739,711
100.296273671,14.1252241482,5,739,722
100.296273671,14.1219366408,5,739,733
100.296273671,14.1186491333,4,739,744
100.296273671,14.1153616258,4,739,755
100.296273671,14.1120741184,4,739,766
100.296273671,14.1087866109,4,739,777
100.296273671,14.1054991034,4,739,788
100.296273671,14.1022115959,4,739,799
100.296273671,14.0989240885,4,739,810
100.296273671,14.095636581,3,739,821
100.296273671,14.0923490735,3,739,832
100.296273671,14.089061566,3,739,843
100.296273671,14.0857740586,3,739,854
100.296273671,14.0824865511,4,739,865
100.296273671,14.0791990436,4,739,876
100.296273671,14.0759115362,3,739,887
100.296273671,14.0726240287,3,739,898
100.296273671,14.0693365212,3,739,909
100.296273671,14.0660490137,3,739,920
100.296273671,14.0627615063,3,739,931
100.296273671,14.0594739988,3,739,942
100.296273671,14.0561864913,3,739,953
100.296273671,14.0528989839,3,739,964
100.296273671,14.0496114764,4,739,975
100.296273671,14.0463239689,4,739,986
100.296273671,14.0430364614,4,739,997
100.296273671,14.039748954,3,739,1008
100.296273671,14.0364614465,3,739,1019
100.296273671,14.033173939,4,739,1030
100.296273671,14.0298864316,4,739,1041
100.296273671,14.0265989241,4,739,1052
100.296273671,14.0233114166,4,739,1063
100.296273671,14.0200239091,3,739,1074
100.296273671,14.0167364017,3,739,1085
100.296273671,14.0134488942,3,739,1096
100.296273671,14.0101613867,3,739,1107
100.296273671,14.0068738793,3,739,1118
100.296273671,14.0035863718,3,739,1129
100.296273671,14.0002988643,3,739,1140
100.296273671,13.9970113568,3,739,1151
100.296273671,13.9937238494,3,739,1162
100.296273671,13.9904363419,3,739,1173
100.296273671,13.9871488344,3,739,1184
100.296273671,13.983861327,3,739,1195
100.296273671,13.9805738195,3,739,1206
100.296273671,13.977286312,3,739,1217
100.296273671,13.9739988045,3,739,1228
100.296273671,13.9707112971,4,739,1239
100.296273671,13.9674237896,4,739,1250
100.296273671,13.9641362821,5,739,1261
100.296273671,13.9608487747,5,739,1272
100.296273671,13.9575612672,5,739,1283
100.296273671,13.9542737597,5,739,1294
100.296273671,13.9509862522,5,739,1305
100.296273671,13.9476987448,5,739,1316
100.296273671,13.9444112373,5,739,1327
100.296273671,13.9411237298,6,739,1338
100.296273671,13.9378362224,7,739,1349
100.296273671,13.9345487149,6,739,1360
100.296273671,13.9312612074,5,739,1371
100.296273671,13.9279736999,5,739,1382
100.296273671,13.9246861925,4,739,1393
100.296273671,13.921398685,4,739,1404
100.296273671,13.9181111775,4,739,1415
100.296273671,13.9148236701,4,739,1426
100.296273671,13.9115361626,7,739,1437
100.296273671,13.9082486551,7,739,1448
100.296273671,13.9049611476,7,739,1459
100.296273671,13.9016736402,6,739,1470
100.296273671,13.8983861327,5,739,1481
100.296273671,13.8950986252,5,739,1492
100.296273671,13.8918111178,5,739,1503
100.296273671,13.8885236103,4,739,1514
100.296273671,13.8852361028,3,739,1525
100.296273671,13.8819485953,3,739,1536
100.296273671,13.8786610879,3,739,1547
100.296273671,13.8753735804,3,739,1558
100.296273671,13.8720860729,2,739,1569
100.296273671,13.8687985655,2,739,1580
100.296273671,13.865511058,2,739,1591
100.296273671,13.8622235505,1,739,1602
100.296273671,13.858936043,1,739,1613
100.296273671,13.8556485356,1,739,1624
100.296273671,13.8523610281,2,739,1635
100.296273671,13.8490735206,2,739,1646
100.296273671,13.8457860132,2,739,1657
100.296273671,13.8424985057,2,739,1668
100.296273671,13.8392109982,2,739,1679
100.296273671,13.8359234907,2,739,1690
100.296273671,13.8326359833,2,739,1701
100.296273671,13.8293484758,2,739,1712
100.296273671,13.8260609683,2,739,1723
100.296273671,13.8227734608,1,739,1734
100.296273671,13.8194859534,1,739,1745
100.296273671,13.8161984459,2,739,1756
100.296273671,13.8129109384,2,739,1767
100.296273671,13.809623431,2,739,1778
100.296273671,13.8063359235,2,739,1789
100.296273671,13.803048416,2,739,1800
100.296273671,13.7997609085,2,739,1811
100.296273671,13.7964734011,2,739,1822
100.296273671,13.7931858936,3,739,1833
100.296273671,13.7898983861,3,739,1844
100.296273671,13.7866108787,3,739,1855
100.296273671,13.7833233712,2,739,1866
100.296273671,13.7800358637,2,739,1877
100.296273671,13.7767483562,2,739,1888
100.296273671,13.7734608488,2,739,1899
100.296273671,13.7701733413,3,739,1910
100.296273671,13.7668858338,3,739,1921
100.296273671,13.7635983264,4,739,1932
100.296273671,13.7603108189,5,739,1943
100.296273671,13.7570233114,5,739,1954
100.296273671,13.7537358039,5,739,1965
100.296273671,13.7504482965,4,739,1976
100.296273671,13.747160789,4,739,1987
100.296273671,13.7438732815,4,739,1998
100.296273671,13.7405857741,3,739,2009
100.296273671,13.7372982666,4,739,2020
100.296273671,13.7340107591,4,739,2031
100.296273671,13.7307232516,4,739,2042
100.296273671,13.7274357442,4,739,2053
100.296273671,13.7241482367,4,739,2064
100.296273671,13.7208607292,4,739,2075
100.296273671,13.7175732218,4,739,2086
100.296273671,13.7142857143,4,739,2097
100.296273671,13.7109982068,3,739,2108
100.296273671,13.7077106993,3,739,2119
100.296273671,13.7044231919,3,739,2130
100.296273671,13.7011356844,3,739,2141
100.296273671,13.6978481769,3,739,2152
100.296273671,13.6945606695,3,739,2163
100.296273671,13.691273162,3,739,2174
100.296273671,13.6879856545,3,739,2185
100.296273671,13.684698147,3,739,2196
100.296273671,13.6814106396,3,739,2207
100.296273671,13.6781231321,3,739,2218
100.296273671,13.6748356246,2,739,2229
100.296273671,13.6715481172,2,739,2240
100.296273671,13.6682606097,3,739,2251
100.296273671,13.6649731022,3,739,2262
100.296273671,13.6616855947,3,739,2273
100.296273671,13.6583980873,2,739,2284
100.296273671,13.6551105798,2,739,2295
100.296273671,13.6518230723,3,739,2306
100.296273671,13.6485355649,3,739,2317
100.296273671,13.6452480574,3,739,2328
100.296273671,13.6419605499,3,739,2339
100.296273671,13.6386730424,3,739,2350
100.296273671,13.635385535,3,739,2361
100.296273671,13.6320980275,3,739,2372
100.296273671,13.62881052,3,739,2383
100.296273671,13.6255230126,3,739,2394
100.296273671,13.6222355051,3,739,2405
100.296273671,13.6189479976,3,739,2416
100.296273671,13.6156604901,3,739,2427
100.296273671,13.6123729827,3,739,2438
100.296273671,13.6090854752,2,739,2449
100.296273671,13.6057979677,2,739,2460
100.296273671,13.6025104603,2,739,2471
100.296273671,13.5992229528,2,739,2482
100.296273671,13.5959354453,2,739,2493
100.296273671,13.5926479378,2,739,2504
100.296273671,13.5893604304,2,739,2515
100.296273671,13.5860729229,2,739,2526
100.296273671,13.5827854154,2,739,2537
100.296273671,13.5794979079,3,739,2548
100.296273671,13.5762104005,3,739,2559
100.296273671,13.572922893,3,739,2570
100.296273671,13.5696353855,3,739,2581
100.296273671,13.5663478781,3,739,2592
100.296273671,13.5630603706,3,739,2603
100.296273671,13.5597728631,3,739,2614
100.296273671,13.5564853556,3,739,2625
100.296273671,13.5531978482,3,739,2636
100.296273671,13.5499103407,3,739,2647
100.296273671,13.5466228332,3,739,2658
100.296273671,13.5433353258,3,739,2669
100.296273671,13.5400478183,3,739,2680
100.296273671,13.5367603108,3,739,2691
100.296273671,13.5334728033,3,739,2702
100.296273671,13.5301852959,-1,739,2713
100.296273671,13.5268977884,-1,739,2724
100.296273671,13.5236102809,-1,739,2735
100.296273671,13.5203227735,-1,739,2746
100.296273671,13.517035266,-1,739,2757
100.296273671,13.5137477585,-1,739,2768
100.296273671,13.510460251,-1,739,2779
100.296273671,13.5071727436,-1,739,2790
100.296273671,13.5038852361,-1,739,2801
100.296273671,13.5005977286,-1,739,2812
100.296273671,13.4973102212,-1,739,2823
100.296273671,13.4940227137,-1,739,2834
100.296273671,13.4907352062,-1,739,2845
100.296273671,13.4874476987,-2,739,2856
100.296273671,13.4841601913,-2,739,2867
100.296273671,13.4808726838,-2,739,2878
100.296273671,13.4775851763,-2,739,2889
100.296273671,13.4742976689,-2,739,2900
100.296273671,13.4710101614,-2,739,2911
100.296273671,13.4677226539,-2,739,2922
100.296273671,13.4644351464,-2,739,2933
100.299633476,14.2863120143,-1,750,183
100.299633476,14.2830245069,-1,750,194
100.299633476,14.2797369994,-1,750,205
100.299633476,14.2764494919,-1,750,216
100.299633476,14.2731619845,-1,750,227
100.299633476,14.269874477,-1,750,238
100.299633476,14.2665869695,-1,750,249
100.299633476,14.263299462,-1,750,260
100.299633476,14.2600119546,-1,750,271
100.299633476,14.2567244471,-1,750,282
100.299633476,14.2534369396,-1,750,293
100.299633476,14.2501494322,-1,750,304
100.299633476,14.2468619247,-1,750,315
100.299633476,14.2435744172,-1,750,326
100.299633476,14.2402869097,-1,750,337
100.299633476,14.2369994023,-1,750,348
100.299633476,14.2337118948,-1,750,359
100.299633476,14.2304243873,-1,750,370
100.299633476,14.2271368799,-1,750,381
100.299633476,14.2238493724,-1,750,392
100.299633476,14.2205618649,-1,750,403
100.299633476,14.2172743574,-1,750,414
100.299633476,14.21398685,-1,750,425
100.299633476,14.2106993425,-1,750,436
100.299633476,14.207411835,-1,750,447
100.299633476,14.2041243276,-1,750,458
100.299633476,14.2008368201,-1,750,469
100.299633476,14.1975493126,-1,750,480
100.299633476,14.1942618051,-1,750,491
100.299633476,14.1909742977,5,750,502
100.299633476,14.1876867902,5,750,513
100.299633476,14.1843992827,5,750,524
100.299633476,14.1811117753,5,750,535
100.299633476,14.1778242678,5,750,546
100.299633476,14.1745367603,5,750,557
100.299633476,14.1712492528,5,750,568
100.299633476,14.1679617454,5,750,579
100.299633476,14.1646742379,5,750,590
100.299633476,14.1613867304,5,750,601
100.299633476,14.158099223,5,750,612
100.299633476,14.1548117155,5,750,623
100.299633476,14.151524208,5,750,634
100.299633476,14.1482367005,6,750,645
100.299633476,14.1449491931,6,750,656
100.299633476,14.1416616856,6,750,667
100.299633476,14.1383741781,6,750,678
100.299633476,14.1350866707,5,750,689
100.299633476,14.1317991632,5,750,700
100.299633476,14.1285116557,5,750,711
100.299633476,14.1252241482,5,750,722
100.299633476,14.1219366408,5,750,733
100.299633476,14.1186491333,4,750,744
100.299633476,14.1153616258,4,750,755
100.299633476,14.1120741184,4,750,766
100.299633476,14.1087866109,4,750,777
100.299633476,14.1054991034,3,750,788
100.299633476,14.1022115959,3,750,799
100.299633476,14.0989240885,3,750,810
100.299633476,14.095636581,3,750,821
100.299633476,14.0923490735,3,750,832
100.299633476,14.089061566,3,750,843
100.299633476,14.0857740586,3,750,854
100.299633476,14.0824865511,3,750,865
100.299633476,14.0791990436,3,750,876
100.299633476,14.0759115362,3,750,887
100.299633476,14.0726240287,3,750,898
100.299633476,14.0693365212,3,750,909
100.299633476,14.0660490137,3,750,920
100.299633476,14.0627615063,3,750,931
100.299633476,14.0594739988,3,750,942
100.299633476,14.0561864913,3,750,953
100.299633476,14.0528989839,3,750,964
100.299633476,14.0496114764,3,750,975
100.299633476,14.0463239689,3,750,986
100.299633476,14.0430364614,3,750,997
100.299633476,14.039748954,3,750,1008
100.299633476,14.0364614465,3,750,1019
100.299633476,14.033173939,3,750,1030
